,film,year_film,Total oscars nominations,Total oscars won,Oscars best picture,G.G. nominations,G.G. won,G.G. best motion picture
2998,Burlesque,2010,,,,2.0,0.0,0.0
2999,The Chronicles of Narnia: The Voyage of The Dawn Treader,2010,,,,1.0,0.0,0.0
3000,Animal Kingdom,2010,1.0,0.0,0.0,1.0,0.0,0.0
3001,Wall Street: Money Never Sleeps,2010,,,,1.0,0.0,0.0
3002,Kung Fu Panda 2,2011,1.0,0.0,0.0,,,
3003,La Luna,2011,1.0,0.0,0.0,,,
3004,My Week with Marilyn,2011,2.0,0.0,0.0,,,
3005,"Iran, Asghar Farhadi ",2011,,,,1.0,1.0,0.0
3006,Margin Call,2011,1.0,0.0,0.0,,,
3007,Dimanche/Sunday,2011,1.0,0.0,0.0,,,
3008,Time Freak,2011,1.0,0.0,0.0,,,
3009,The Tsunami and the Cherry Blossom,2011,1.0,0.0,0.0,,,
3010,Young Adult,2011,,,,1.0,0.0,0.0
3011,Tinker Tailor Soldier Spy,2011,3.0,0.0,0.0,,,
3012,J. Edgar,2011,,,,1.0,0.0,0.0
3013,Cars 2,2011,,,,1.0,0.0,0.0
3014,Moneyball,2011,6.0,0.0,0.0,4.0,0.0,0.0
3015,"Crazy, Stupid, Love.",2011,,,,1.0,0.0,0.0
3016,We Need To Talk About Kevin,2011,,,,1.0,0.0,0.0
3017,The Muppets,2011,1.0,1.0,0.0,,,
3018,Monsieur Lazhar,2011,1.0,0.0,0.0,,,
3019,The Shore,2011,1.0,1.0,0.0,,,
3020,A Cat in Paris,2011,1.0,0.0,0.0,,,
3021,Gnomeo & Juliet,2011,,,,1.0,0.0,0.0
3022,Carnage,2011,,,,1.0,0.0,0.0
3023,"China, Zhang Yimou",2011,,,,1.0,0.0,0.0
3024,Midnight in Paris,2011,4.0,1.0,0.0,,,
3025,A Better Life,2011,1.0,0.0,0.0,,,
3026,Drive,2011,1.0,0.0,0.0,1.0,0.0,0.0
3027,"United States, Angelina Jolie",2011,,,,1.0,0.0,0.0
3028,Beginners,2011,1.0,1.0,0.0,1.0,1.0,0.0
3029,The Tree of Life,2011,3.0,0.0,0.0,,,
3030,Bridesmaids,2011,2.0,0.0,0.0,2.0,0.0,0.0
3031,"Belgium, Jean-Pierre Dardenne, Luc Dardenne",2011,,,,1.0,0.0,0.0
3032,Shame,2011,,,,1.0,0.0,0.0
3033,The Adventures of Tintin,2011,1.0,0.0,0.0,1.0,1.0,0.0
3034,Pina,2011,1.0,0.0,0.0,,,
3035,Rio,2011,1.0,0.0,0.0,,,
3036,The Artist,2011,10.0,5.0,1.0,6.0,3.0,1.0
3037,Rise of the Planet of the Apes,2011,1.0,0.0,0.0,,,
3038,A Dangerous Method,2011,,,,1.0,0.0,0.0
3039,50/50,2011,,,,2.0,0.0,0.0
3040,W.E.,2011,1.0,0.0,0.0,2.0,1.0,0.0
3041,In Darkness,2011,1.0,0.0,0.0,,,
3042,Anonymous,2011,1.0,0.0,0.0,,,
3043,War Horse,2011,5.0,0.0,0.0,2.0,0.0,0.0
3044,The Descendants,2011,5.0,1.0,0.0,5.0,2.0,1.0
3045,Transformers: Dark of the Moon,2011,2.0,0.0,0.0,,,
3046,If a Tree Falls: A Story of the Earth Liberation Front,2011,1.0,0.0,0.0,,,
3047,Puss in Boots,2011,1.0,0.0,0.0,,,
3048,"Spain, Pedro Almodóvar",2011,,,,1.0,0.0,0.0
3049,Real Steel,2011,1.0,0.0,0.0,,,
3050,Saving Face,2011,1.0,1.0,0.0,,,
3051,Puss In Boots,2011,,,,1.0,0.0,0.0
3052,Albert Nobbs,2011,3.0,0.0,0.0,3.0,0.0,0.0
3053,Warrior,2011,1.0,0.0,0.0,,,
3054,Raju,2011,1.0,0.0,0.0,,,
3055,Rango,2011,1.0,1.0,0.0,1.0,0.0,0.0
3056,Chico & Rita,2011,1.0,0.0,0.0,,,
3057,Incident in New Baghdad,2011,1.0,0.0,0.0,,,
3058,Footnote,2011,1.0,0.0,0.0,,,
3059,Pentecost,2011,1.0,0.0,0.0,,,
3060,Tuba Atlantic,2011,1.0,0.0,0.0,,,
3061,The Iron Lady,2011,2.0,2.0,0.0,1.0,1.0,0.0
3062,Harry Potter and the Deathly Hallows Part 2,2011,3.0,0.0,0.0,,,
3063,A Morning Stroll,2011,1.0,0.0,0.0,,,
3064,Jane Eyre,2011,1.0,0.0,0.0,,,
3065,Arthur Christmas,2011,,,,1.0,0.0,0.0
3066,The Ides of March,2011,1.0,0.0,0.0,4.0,0.0,0.0
3067,Wild Life,2011,1.0,0.0,0.0,,,
3068,Machine Gun Preacher,2011,,,,1.0,0.0,0.0
3069,The Help,2011,3.0,0.0,0.0,4.0,0.0,0.0
3070,Extremely Loud & Incredibly Close,2011,2.0,0.0,0.0,,,
3071,A Separation,2011,2.0,1.0,0.0,,,
3072,Bullhead,2011,1.0,0.0,0.0,,,
3073,Undefeated,2011,1.0,1.0,0.0,,,
3074,God Is the Bigger Elvis,2011,1.0,0.0,0.0,,,
3075,The Girl with the Dragon Tattoo,2011,4.0,1.0,0.0,,,
3076,Midnight In Paris,2011,,,,4.0,1.0,0.0
3077,The Guard,2011,,,,1.0,0.0,0.0
3078,The Fantastic Flying Books of Mr. Morris Lessmore,2011,1.0,1.0,0.0,,,
3079,Paradise Lost 3: Purgatory,2011,1.0,0.0,0.0,,,
3080,The Girl With The Dragon Tattoo,2011,,,,2.0,0.0,0.0
3081,My Week With Marilyn,2011,,,,3.0,1.0,0.0
3082,Hell and Back Again,2011,1.0,0.0,0.0,,,
3083,Hugo,2011,10.0,4.0,0.0,3.0,1.0,0.0
3084,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2011,1.0,0.0,0.0,,,
3085,The Paperboy,2012,,,,1.0,0.0,0.0
3086,Stand Up Guys,2012,,,,1.0,0.0,0.0
3087,Amour,2012,5.0,1.0,0.0,,,
3088,Rust and Bone,2012,,,,1.0,0.0,0.0
3089,Zero Dark Thirty 	,2012,,,,4.0,1.0,0.0
3090,Rise of the Guardians,2012,,,,1.0,0.0,0.0
3091,Salmon Fishing in the Yemen,2012,,,,3.0,0.0,0.0
3092,"France, Olivier Nakache, Éric Toledano",2012,,,,1.0,0.0,0.0
3093,Hope Springs,2012,,,,1.0,0.0,0.0
3094,"Denmark, Nikolaj Arcel",2012,,,,1.0,0.0,0.0
3095,A Royal Affair,2012,1.0,0.0,0.0,,,
3096,The Hunger Games,2012,,,,1.0,0.0,0.0
3097,Asad,2012,1.0,0.0,0.0,,,
3098,"Norway, United Kingdom, Denmark, Joachim Rønning, Espen Sandberg",2012,,,,1.0,0.0,0.0
3099,The Deep Blue Sea,2012,,,,1.0,0.0,0.0
3100,Argo,2012,6.0,3.0,1.0,5.0,2.0,1.0
3101,Anna Karenina,2012,4.0,1.0,0.0,1.0,0.0,0.0
3102,5 Broken Cameras,2012,1.0,0.0,0.0,,,
3103,Beasts of the Southern Wild,2012,4.0,0.0,0.0,,,
3104,Adam and Dog,2012,1.0,0.0,0.0,,,
3105,The Best Exotic Marigold Hotel,2012,,,,2.0,0.0,0.0
3106,Hyde Park on Hudson,2012,,,,1.0,0.0,0.0
3107,Cloud Atlas,2012,,,,1.0,0.0,0.0
3108,Hotel Transylvania,2012,,,,1.0,0.0,0.0
3109,Quartet,2012,,,,1.0,0.0,0.0
3110,"France, Jacques Audiard",2012,,,,1.0,0.0,0.0
3111,Les Misérables,2012,8.0,3.0,0.0,4.0,3.0,1.0
3112,Snow White and the Huntsman,2012,2.0,0.0,0.0,,,
3113,No,2012,1.0,0.0,0.0,,,
3114,"Austria, Michael Haneke",2012,,,,1.0,1.0,0.0
3115,Curfew,2012,1.0,1.0,0.0,,,
3116,Wreck-It Ralph,2012,1.0,0.0,0.0,1.0,0.0,0.0
3117,Open Heart,2012,1.0,0.0,0.0,,,
3118,The Gatekeepers,2012,1.0,0.0,0.0,,,
3119,Flight,2012,2.0,0.0,0.0,1.0,0.0,0.0
3120,Arbitrage,2012,,,,1.0,0.0,0.0
3121,Frankenweenie,2012,1.0,0.0,0.0,1.0,0.0,0.0
3122,Fresh Guacamole,2012,1.0,0.0,0.0,,,
3123,Paperman,2012,1.0,1.0,0.0,,,
3124,Act of Valor,2012,,,,1.0,0.0,0.0
3125,ParaNorman,2012,1.0,0.0,0.0,,,
3126,Buzkashi Boys,2012,1.0,0.0,0.0,,,
3127,Ted,2012,1.0,0.0,0.0,,,
3128,Inocente,2012,1.0,1.0,0.0,,,
3129,War Witch,2012,1.0,0.0,0.0,,,
3130,Head over Heels,2012,1.0,0.0,0.0,,,
3131,Skyfall,2012,4.0,1.0,0.0,1.0,1.0,0.0
3132,Zero Dark Thirty,2012,5.0,1.0,0.0,,,
3133,Prometheus,2012,1.0,0.0,0.0,,,
3134,Chasing Ice,2012,1.0,0.0,0.0,,,
3135,Henry,2012,1.0,0.0,0.0,,,
3136,Silver Linings Playbook,2012,8.0,1.0,0.0,4.0,1.0,0.0
3137,Redemption,2012,1.0,0.0,0.0,,,
3138,Hitchcock,2012,1.0,0.0,0.0,1.0,0.0,0.0
3139,Searching for Sugar Man,2012,1.0,1.0,0.0,,,
3140,The Hobbit: An Unexpected Journey,2012,3.0,0.0,0.0,,,
3141,The Impossible,2012,1.0,0.0,0.0,1.0,0.0,0.0
3142,How to Survive a Plague,2012,1.0,0.0,0.0,,,
3143,Moonrise Kingdom,2012,1.0,0.0,0.0,1.0,0.0,0.0
3144,The Pirates! Band of Misfits,2012,1.0,0.0,0.0,,,
3145,Mondays at Racine,2012,1.0,0.0,0.0,,,
3146,Kings Point,2012,1.0,0.0,0.0,,,
3147,Marvel's The Avengers,2012,1.0,0.0,0.0,,,
3148,The Master,2012,3.0,0.0,0.0,3.0,0.0,0.0
3149,Death of a Shadow (Dood van een Schaduw),2012,1.0,0.0,0.0,,,
3150,The Sessions,2012,1.0,0.0,0.0,2.0,0.0,0.0
3151,Lincoln,2012,12.0,2.0,0.0,7.0,1.0,0.0
3152,Life of Pi,2012,10.0,4.0,0.0,3.0,1.0,0.0
3153,Bernie,2012,,,,1.0,0.0,0.0
3154,Django Unchained,2012,5.0,2.0,0.0,4.0,1.0,0.0
3155,Brave,2012,1.0,1.0,0.0,1.0,1.0,0.0
3156,Kon-Tiki,2012,1.0,0.0,0.0,,,
3157,The Invisible War,2012,1.0,0.0,0.0,,,
3158,Mirror Mirror,2012,1.0,0.0,0.0,,,
3159,"Maggie Simpson in ""The Longest Daycare""",2012,1.0,0.0,0.0,,,
3160,Dallas Buyers Club,2013,6.0,3.0,0.0,2.0,2.0,0.0
3161,Before Midnight,2013,1.0,0.0,0.0,1.0,0.0,0.0
3162,Rush,2013,,,,2.0,0.0,0.0
3163,Gravity,2013,9.0,6.0,0.0,4.0,1.0,0.0
3164,Frances Ha,2013,,,,1.0,0.0,0.0
3165,Star Trek Into Darkness,2013,1.0,0.0,0.0,,,
3166,American Hustle,2013,10.0,0.0,0.0,7.0,3.0,1.0
3167,The Missing Picture,2013,1.0,0.0,0.0,,,
3168,Helium,2013,1.0,1.0,0.0,,,
3169,Alone Yet Not Alone,2013,1.0,0.0,0.0,,,
3170,"Iran, Asghar Farhadi ",2013,,,,1.0,0.0,0.0
3171,Despicable Me 2,2013,2.0,0.0,0.0,1.0,0.0,0.0
3172,CaveDigger,2013,1.0,0.0,0.0,,,
3173,Her,2013,5.0,1.0,0.0,3.0,1.0,0.0
3174,All Is Lost,2013,1.0,0.0,0.0,2.0,1.0,0.0
3175,Saving Mr. Banks,2013,1.0,0.0,0.0,1.0,0.0,0.0
3176,"Italy, Paolo Sorrentino",2013,,,,1.0,1.0,0.0
3177,The Act of Killing,2013,1.0,0.0,0.0,,,
3178,One Chance,2013,,,,1.0,0.0,0.0
3179,The Book Thief,2013,1.0,0.0,0.0,1.0,0.0,0.0
3180,Avant Que De Tout Perdre (Just before Losing Everything),2013,1.0,0.0,0.0,,,
3181,The Hunt,2013,1.0,0.0,0.0,,,
3182,The Hobbit: The Desolation of Smaug,2013,2.0,0.0,0.0,,,
3183,The Wind Rises,2013,1.0,0.0,0.0,,,
3184,The Invisible Woman,2013,1.0,0.0,0.0,,,
3185,August: Osage County,2013,2.0,0.0,0.0,2.0,0.0,0.0
3186,Cutie and the Boxer,2013,1.0,0.0,0.0,,,
3187,The Wolf of Wall Street,2013,5.0,0.0,0.0,2.0,1.0,0.0
3188,Facing Fear,2013,1.0,0.0,0.0,,,
3189,The Great Gatsby,2013,2.0,2.0,0.0,,,
3190,Labor Day,2013,,,,1.0,0.0,0.0
3191,Ernest & Celestine,2013,1.0,0.0,0.0,,,
3192,The Grandmaster,2013,2.0,0.0,0.0,,,
3193,Feral,2013,1.0,0.0,0.0,,,
3194,The Lady in Number 6: Music Saved My Life,2013,1.0,1.0,0.0,,,
3195,The Croods,2013,1.0,0.0,0.0,1.0,0.0,0.0
3196,Aquel No Era Yo (That Wasn't Me),2013,1.0,0.0,0.0,,,
3197,"Japan, Hayao Miyazaki",2013,,,,1.0,0.0,0.0
3198,Frozen,2013,2.0,2.0,0.0,2.0,1.0,0.0
3199,The Lone Ranger,2013,2.0,0.0,0.0,,,
3200,The Square,2013,1.0,0.0,0.0,,,
3201,The Voorman Problem,2013,1.0,0.0,0.0,,,
3202,The Broken Circle Breakdown,2013,1.0,0.0,0.0,,,
3203,Get a Horse!,2013,1.0,0.0,0.0,,,
3204,The Great Beauty,2013,1.0,1.0,0.0,,,
3205,Dirty Wars,2013,1.0,0.0,0.0,,,
3206,Mr. Hublot,2013,1.0,1.0,0.0,,,
3207,Jackass Presents: Bad Grandpa,2013,1.0,0.0,0.0,,,
3208,Omar,2013,1.0,0.0,0.0,,,
3209,Prisoners,2013,1.0,0.0,0.0,,,
3210,Iron Man 3,2013,1.0,0.0,0.0,,,
3211,Enough Said,2013,,,,1.0,0.0,0.0
3212,Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),2013,1.0,0.0,0.0,,,
3213,"Denmark, Thomas Vinterberg",2013,,,,1.0,0.0,0.0
3214,Nebraska,2013,6.0,0.0,0.0,5.0,0.0,0.0
3215,Inside Llewyn Davis,2013,2.0,0.0,0.0,3.0,0.0,0.0
3216,20 Feet from Stardom,2013,1.0,1.0,0.0,,,
3217,Possessions,2013,1.0,0.0,0.0,,,
3218,The Hunger Games: Catching Fire,2013,,,,1.0,0.0,0.0
3219,12 Years a Slave,2013,9.0,3.0,1.0,7.0,1.0,1.0
3220,"France, Abdellatif Kechiche",2013,,,,1.0,0.0,0.0
3221,Blue Jasmine,2013,3.0,1.0,0.0,2.0,1.0,0.0
3222,Mandela: Long Walk to Freedom,2013,1.0,0.0,0.0,3.0,1.0,0.0
3223,Philomena,2013,4.0,0.0,0.0,3.0,0.0,0.0
3224,Captain Phillips,2013,5.0,0.0,0.0,4.0,0.0,0.0
3225,Karama Has No Walls,2013,1.0,0.0,0.0,,,
3226,Room on the Broom,2013,1.0,0.0,0.0,,,
3227,Lone Survivor,2013,1.0,0.0,0.0,,,
3228,Prison Terminal: The Last Days of Private Jack Hall,2013,1.0,0.0,0.0,,,
3229,Noah,2014,,,,1.0,0.0,0.0
3230,Finding Vivian Maier,2014,1.0,0.0,0.0,,,
3231,Timbuktu,2014,1.0,0.0,0.0,,,
3232,The Hundred-Foot Journey,2014,,,,1.0,0.0,0.0
3233,Annie (2014),2014,,,,2.0,0.0,0.0
3234,X-Men: Days of Future Past,2014,1.0,0.0,0.0,,,
3235,Interstellar,2014,4.0,1.0,0.0,1.0,0.0,0.0
3236,The Lego Movie,2014,1.0,0.0,0.0,,,
3237,Boogaloo and Graham,2014,1.0,0.0,0.0,,,
3238,Butter Lamp (La Lampe Au Beurre De Yak),2014,1.0,0.0,0.0,,,
3239,The Boxtrolls,2014,1.0,0.0,0.0,1.0,0.0,0.0
3240,"Poland, Denmark, Pawel Pawlikowski",2014,,,,1.0,0.0,0.0
3241,Maleficent,2014,1.0,0.0,0.0,,,
3242,Foxcatcher,2014,5.0,0.0,0.0,3.0,0.0,0.0
3243,The Hunger Games: Mockingjay - Part 1,2014,,,,1.0,0.0,0.0
3244,Aya,2014,1.0,0.0,0.0,,,
3245,Crisis Hotline: Veterans Press 1,2014,1.0,1.0,0.0,,,
3246,Big Eyes,2014,,,,3.0,1.0,0.0
3247,The Judge,2014,1.0,0.0,0.0,1.0,0.0,0.0
3248,Birdman,2014,,,,7.0,2.0,0.0
3249,The Imitation Game,2014,8.0,1.0,0.0,5.0,0.0,0.0
3250,Begin Again,2014,1.0,0.0,0.0,,,
3251,The Theory of Everything,2014,5.0,1.0,0.0,4.0,2.0,0.0
3252,The Tale of the Princess Kaguya,2014,1.0,0.0,0.0,,,
3253,The Hobbit: The Battle of the Five Armies,2014,1.0,0.0,0.0,,,
3254,Nightcrawler,2014,1.0,0.0,0.0,1.0,0.0,0.0
3255,Dawn of the Planet of the Apes,2014,1.0,0.0,0.0,,,
3256,Me and My Moulton,2014,1.0,0.0,0.0,,,
3257,Joanna,2014,1.0,0.0,0.0,,,
3258,Maps To The Stars,2014,,,,1.0,0.0,0.0
3259,The LEGO Movie,2014,,,,1.0,0.0,0.0
3260,Our Curse,2014,1.0,0.0,0.0,,,
3261,The Grand Budapest Hotel,2014,9.0,4.0,0.0,4.0,1.0,1.0
3262,Into the Woods,2014,3.0,0.0,0.0,3.0,0.0,0.0
3263,Feast,2014,1.0,1.0,0.0,,,
3264,Beyond the Lights,2014,1.0,0.0,0.0,,,
3265,The Dam Keeper,2014,1.0,0.0,0.0,,,
3266,Pride,2014,,,,1.0,0.0,0.0
3267,American Sniper,2014,5.0,0.0,0.0,,,
3268,Last Days in Vietnam,2014,1.0,0.0,0.0,,,
3269,Song of the Sea,2014,1.0,0.0,0.0,,,
3270,The Phone Call,2014,1.0,1.0,0.0,,,
3271,The Reaper (La Parka),2014,1.0,0.0,0.0,,,
3272,Whiplash,2014,5.0,3.0,0.0,1.0,1.0,0.0
3273,White Earth,2014,1.0,0.0,0.0,,,
3274,Birdman or (The Unexpected Virtue of Ignorance),2014,8.0,4.0,1.0,,,
3275,"Israel, Ronit Elkabetz, Shlomi Elkabetz",2014,,,,1.0,0.0,0.0
3276,The Bigger Picture,2014,1.0,0.0,0.0,,,
3277,The Book of Life,2014,,,,1.0,0.0,0.0
3278,Ida,2014,2.0,1.0,0.0,,,
3279,Captain America: The Winter Soldier,2014,1.0,0.0,0.0,,,
3280,Wild Tales,2014,1.0,0.0,0.0,,,
3281,The Salt of the Earth,2014,1.0,0.0,0.0,,,
3282,Leviathan,2014,1.0,0.0,0.0,,,
3283,Selma,2014,2.0,1.0,0.0,4.0,1.0,0.0
3284,St. Vincent,2014,,,,2.0,0.0,0.0
3285,"Sweden, Ruben Östlund",2014,,,,1.0,0.0,0.0
3286,How to Train Your Dragon 2,2014,1.0,0.0,0.0,1.0,1.0,0.0
3287,Wild,2014,2.0,0.0,0.0,1.0,0.0,0.0
3288,Cake,2014,,,,1.0,0.0,0.0
3289,"Two Days, One Night",2014,1.0,0.0,0.0,,,
3290,Still Alice,2014,1.0,1.0,0.0,1.0,1.0,0.0
3291,Glen Campbell...I'll Be Me,2014,1.0,0.0,0.0,,,
3292,Mr. Turner,2014,4.0,0.0,0.0,,,
3293,"Estonia, Zaza Urushadze",2014,,,,1.0,0.0,0.0
3294,Gone Girl,2014,1.0,0.0,0.0,4.0,0.0,0.0
3295,Parvaneh,2014,1.0,0.0,0.0,,,
3296,Big Hero 6,2014,1.0,1.0,0.0,1.0,0.0,0.0
3297,Unbroken,2014,2.0,0.0,0.0,,,
3298,Tangerines,2014,1.0,0.0,0.0,,,
3299,A Most Violent Year,2014,,,,1.0,0.0,0.0
3300,Guardians of the Galaxy,2014,2.0,0.0,0.0,,,
3301,Inherent Vice,2014,2.0,0.0,0.0,1.0,0.0,0.0
3302,Boyhood,2014,6.0,1.0,0.0,5.0,3.0,1.0
3303,Virunga,2014,1.0,0.0,0.0,,,
3304,"Russia, Andrey Zvyagintsev ",2014,,,,1.0,1.0,0.0
3305,CitizenFour,2014,1.0,1.0,0.0,,,
3306,A Single Life,2014,1.0,0.0,0.0,,,
3307,45 Years,2015,1.0,0.0,0.0,,,
3308,The Martian,2015,6.0,0.0,0.0,3.0,2.0,1.0
3309,The Look of Silence,2015,1.0,0.0,0.0,,,
3310,Trainwreck,2015,,,,2.0,0.0,0.0
3311,Mad Max: Fury Road,2015,9.0,5.0,0.0,2.0,0.0,0.0
3312,Embrace of the Serpent,2015,1.0,0.0,0.0,,,
3313,Infinitely Polar Bear,2015,,,,1.0,0.0,0.0
3314,Last Day of Freedom,2015,1.0,0.0,0.0,,,
3315,Sanjay's Super Team,2015,1.0,0.0,0.0,,,
3316,Love & Mercy,2015,,,,2.0,0.0,0.0
3317,Room,2015,4.0,1.0,0.0,3.0,1.0,0.0
3318,Spy,2015,,,,2.0,0.0,0.0
3319,Shaun the Sheep Movie,2015,1.0,0.0,0.0,1.0,0.0,0.0
3320,Racing Extinction,2015,1.0,0.0,0.0,,,
3321,Shok,2015,1.0,0.0,0.0,,,
3322,Sicario,2015,3.0,0.0,0.0,,,
3323,Prologue,2015,1.0,0.0,0.0,,,
3324,Son of Saul,2015,1.0,1.0,0.0,,,
3325,Spotlight,2015,6.0,2.0,1.0,3.0,0.0,0.0
3326,A War,2015,1.0,0.0,0.0,,,
3327,Star Wars: The Force Awakens,2015,4.0,0.0,0.0,,,
3328,Steve Jobs,2015,2.0,0.0,0.0,4.0,2.0,0.0
3329,Straight Outta Compton,2015,1.0,0.0,0.0,,,
3330,Stutterer,2015,1.0,1.0,0.0,,,
3331,Ave Maria,2015,1.0,0.0,0.0,,,
3332,Amy,2015,1.0,1.0,0.0,,,
3333,The Big Short,2015,5.0,1.0,0.0,3.0,0.0,0.0
3334,The Good Dinosaur,2015,,,,1.0,0.0,0.0
3335,Anomalisa,2015,1.0,0.0,0.0,1.0,0.0,0.0
3336,Inside Out,2015,2.0,1.0,0.0,1.0,1.0,0.0
3337,Fifty Shades of Grey,2015,1.0,0.0,0.0,1.0,0.0,0.0
3338,The Lady in the Van,2015,,,,1.0,0.0,0.0
3339,The Hateful Eight,2015,3.0,1.0,0.0,3.0,1.0,0.0
3340,The Peanuts Movie,2015,,,,1.0,0.0,0.0
3341,Ex Machina,2015,2.0,1.0,0.0,1.0,0.0,0.0
3342,Everything Will Be Okay (Alles Wird Gut),2015,1.0,0.0,0.0,,,
3343,Joy,2015,1.0,0.0,0.0,2.0,1.0,0.0
3344,The Hunting Ground,2015,1.0,0.0,0.0,,,
3345,Mustang,2015,1.0,0.0,0.0,,,
3346,A Girl in the River: The Price of Forgiveness,2015,1.0,1.0,0.0,,,
3347,The 100-Year-Old Man Who Climbed out the Window and Disappeared,2015,1.0,0.0,0.0,,,
3348,The Danish Girl,2015,4.0,1.0,0.0,3.0,0.0,0.0
3349,Spectre,2015,1.0,1.0,0.0,1.0,1.0,0.0
3350,Body Team 12,2015,1.0,0.0,0.0,,,
3351,"France, Deniz Gamze Ergüven",2015,,,,1.0,0.0,0.0
3352,Trumbo,2015,1.0,0.0,0.0,2.0,0.0,0.0
3353,Furious 7,2015,,,,1.0,0.0,0.0
3354,World of Tomorrow,2015,1.0,0.0,0.0,,,
3355,Cartel Land,2015,1.0,0.0,0.0,,,
3356,"Hungary, László Nemes",2015,,,,1.0,1.0,0.0
3357,Carol,2015,6.0,0.0,0.0,4.0,0.0,0.0
3358,"Belgium, France, Luxembourg, Jaco Van Dormael",2015,,,,1.0,0.0,0.0
3359,Concussion,2015,,,,1.0,0.0,0.0
3360,Youth,2015,1.0,0.0,0.0,2.0,0.0,0.0
3361,"Finland, Germany, Estonia, Klaus Härö",2015,,,,1.0,0.0,0.0
3362,Creed,2015,1.0,0.0,0.0,1.0,1.0,0.0
3363,99 Homes,2015,,,,1.0,0.0,0.0
3364,Brooklyn,2015,3.0,0.0,0.0,1.0,0.0,0.0
3365,Theeb,2015,1.0,0.0,0.0,,,
3366,Day One,2015,1.0,0.0,0.0,,,
3367,Bridge of Spies,2015,6.0,1.0,0.0,1.0,0.0,0.0
3368,Danny Collins,2015,,,,1.0,0.0,0.0
3369,Grandma,2015,,,,1.0,0.0,0.0
3370,Boy and the World,2015,1.0,0.0,0.0,,,
3371,Winter on Fire: Ukraine's Fight for Freedom,2015,1.0,0.0,0.0,,,
3372,Beasts of No Nation,2015,,,,1.0,0.0,0.0
3373,Bear Story,2015,1.0,1.0,0.0,,,
3374,Claude Lanzmann: Spectres of the Shoah,2015,1.0,0.0,0.0,,,
3375,"What Happened, Miss Simone?",2015,1.0,0.0,0.0,,,
3376,The Revenant,2015,11.0,3.0,0.0,4.0,3.0,1.0
3377,Cinderella,2015,1.0,0.0,0.0,,,
3378,"Chile, Pablo Larraín",2015,,,,1.0,0.0,0.0
3379,When Marnie Was There,2015,1.0,0.0,0.0,,,
3380,"Chau, beyond the Lines",2015,1.0,0.0,0.0,,,
3381,We Can't Live without Cosmos,2015,1.0,0.0,0.0,,,
3382,Miss Sloane,2016,,,,1.0,0.0,0.0
3383,Fences,2016,4.0,1.0,0.0,2.0,1.0,0.0
3384,Passengers,2016,2.0,0.0,0.0,,,
3385,Star Trek Beyond,2016,1.0,0.0,0.0,,,
3386,Fire at Sea,2016,1.0,0.0,0.0,,,
3387,"France, Paul Verhoeven",2016,,,,1.0,1.0,0.0
3388,Fantastic Beasts and Where to Find Them,2016,2.0,1.0,0.0,,,
3389,"Germany, Maren Ade",2016,,,,1.0,0.0,0.0
3390,Allied,2016,1.0,0.0,0.0,,,
3391,Pear Cider and Cigarettes,2016,1.0,0.0,0.0,,,
3392,Jackie,2016,3.0,0.0,0.0,1.0,0.0,0.0
3393,Extremis,2016,1.0,0.0,0.0,,,
3394,O.J.: Made in America,2016,1.0,1.0,0.0,,,
3395,Watani: My Homeland,2016,1.0,0.0,0.0,,,
3396,Jim: The James Foley Story,2016,1.0,0.0,0.0,,,
3397,Nocturnal Animals,2016,1.0,0.0,0.0,3.0,1.0,0.0
3398,Joe's Violin,2016,1.0,0.0,0.0,,,
3399,A Man Called Ove,2016,2.0,0.0,0.0,,,
3400,The White Helmets,2016,1.0,1.0,0.0,,,
3401,Gold,2016,,,,1.0,0.0,0.0
3402,Pearl,2016,1.0,0.0,0.0,,,
3403,Florence Foster Jenkins,2016,2.0,0.0,0.0,4.0,0.0,0.0
3404,Piper,2016,1.0,1.0,0.0,,,
3405,Silent Nights,2016,1.0,0.0,0.0,,,
3406,Silence,2016,1.0,0.0,0.0,,,
3407,Sing,2016,1.0,1.0,0.0,2.0,0.0,0.0
3408,The Red Turtle,2016,1.0,0.0,0.0,,,
3409,Hidden Figures,2016,3.0,0.0,0.0,2.0,0.0,0.0
3410,Hell or High Water,2016,4.0,0.0,0.0,3.0,0.0,0.0
3411,Tanna,2016,1.0,0.0,0.0,,,
3412,Trolls,2016,1.0,0.0,0.0,1.0,0.0,0.0
3413,Sing Street,2016,,,,1.0,0.0,0.0
3414,Rules Don't Apply,2016,,,,1.0,0.0,0.0
3415,The Edge of Seventeen,2016,,,,1.0,0.0,0.0
3416,Sully,2016,1.0,0.0,0.0,,,
3417,I Am Not Your Negro,2016,1.0,0.0,0.0,,,
3418,Suicide Squad,2016,1.0,1.0,0.0,,,
3419,Toni Erdmann,2016,1.0,0.0,0.0,,,
3420,Hacksaw Ridge,2016,5.0,1.0,0.0,3.0,0.0,0.0
3421,Timecode,2016,1.0,0.0,0.0,,,
3422,"Hail, Caesar!",2016,1.0,0.0,0.0,,,
3423,Arrival,2016,7.0,0.0,0.0,2.0,0.0,0.0
3424,Zootopia,2016,1.0,1.0,0.0,1.0,1.0,0.0
3425,Blind Vaysha,2016,1.0,0.0,0.0,,,
