year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
2022,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brendan Gleeson,"Banshees of Inisherin, The",False
2022,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Redmayne,"Good Nurse, The",False
2022,2023,Best Performance by an Actor In A Television Series - Drama,Kevin Costner,Yellowstone,True
2022,2023,Best Performance by an Actor In A Television Series - Drama,Adam Scott,Severance,False
2022,2023,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,False
2022,2023,Best Performance by an Actor In A Television Series - Drama,Diego Luna,Andor,False
2022,2023,Best Performance by an Actor In A Television Series - Drama,Jeff Bridges,"Old Man, The",False
2022,2023,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeremy White,"Bear, The",True
2022,2023,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Hader,Barry,False
2022,2023,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover,Atlanta,False
2022,2023,Best Performance by an Actor in a Television Series - Musical or Comedy,Martin Short,Only Murders in the Building,False
2022,2023,Best Performance by an Actor in a Television Series - Musical or Comedy,Steve Martin,Only Murders in the Building,False
2022,2023,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Amanda Seyfried,"Dropout, The",True
2022,2023,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jessica Chastain,George & Tammy,False
2022,2023,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Julia Garner,Inventing Anna,False
2022,2023,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Julia Roberts,Gaslit,False
2022,2023,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Lily James,Pam & Tommy,False
2022,2023,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,TÁR,True
2022,2023,Best Performance by an Actress in a Motion Picture - Drama,Anna de Armas,Blonde,False
2022,2023,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,"Fabelmans, The",False
2022,2023,Best Performance by an Actress in a Motion Picture - Drama,Olivia Colman,Empire of Light,False
2022,2023,Best Performance by an Actress in a Motion Picture - Drama,Viola Davis,"Woman King, The",False
2022,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh,Everything Everywhere All at Once,True
2022,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anya Taylor-Joy,"Menu, The",False
2022,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson,"Good Luck to You, Leo Grande",False
2022,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lesley Manville,Mrs. Harris Goes to Paris,False
2022,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Margot Robbie,Babylon,False
2022,2023,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angela Bassett,Black Panther: Wakanda Forever,True
2022,2023,Best Performance by an Actress in a Supporting Role in any Motion Picture,Carey Mulligan,She Said,False
2022,2023,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dolly de Leon,Triangle of Sadness,False
2022,2023,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jamie Lee Curtis,Everything Everywhere All at Once,False
2022,2023,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kerry Condon,"Banshees of Inisherin, The",False
2022,2023,Best Performance by an Actress In A Television Series - Drama,Zendaya,Euphoria,True
2022,2023,Best Performance by an Actress In A Television Series - Drama,Emma D'Arcy,House of the Dragon,False
2022,2023,Best Performance by an Actress In A Television Series - Drama,Hilary Swank,Alaska Daily,False
2022,2023,Best Performance by an Actress In A Television Series - Drama,Imelda Staunton,"Crown, The",False
2022,2023,Best Performance by an Actress In A Television Series - Drama,Laura Linney,Ozark,False
2022,2023,Best Performance by an Actress in a Television Series - Musical or Comedy,Quinta Brunson,Abbott Elementary,True
2022,2023,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Smart,Hacks,False
2022,2023,Best Performance by an Actress in a Television Series - Musical or Comedy,Jenna Ortega,Wednesday,False
2022,2023,Best Performance by an Actress in a Television Series - Musical or Comedy,Kaley Cuoco,"Flight Attendant, The",False
2022,2023,Best Performance by an Actress in a Television Series - Musical or Comedy,Selena Gomez,Only Murders in the Building,False
2022,2023,Best Screenplay - Motion Picture,Martin McDonagh,"Banshees of Inisherin, The",True
2022,2023,Best Screenplay - Motion Picture,Daniel Kwan,Everything Everywhere All at Once,False
2022,2023,Best Screenplay - Motion Picture,Sarah Polley,Women Talking,False
2022,2023,Best Screenplay - Motion Picture,Steven Spielberg,"Fabelmans, The",False
2022,2023,Best Screenplay - Motion Picture,Todd Field,TÁR,False
2022,2023,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,Tyler Williams,Abbott Elementary,True
2022,2023,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,Henry Winkler,Barry,False
2022,2023,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,John Lithgow,"Old Man, The",False
2022,2023,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,John Turturro,Severance,False
2022,2023,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,Jonathan Pryce,"Crown, The",False
2022,2023,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Paul Hauser,Black Bird,True
2022,2023,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Domhnall Gleeson,"Patient, The",False
2022,2023,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",F. Murray Abraham,"White Lotus, The",False
2022,2023,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Richard Jenkins,Dahmer - Monster: The Jeffrey Dahmer Story,False
2022,2023,"Best Performance by an Actor in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Seth Rogen,Pam & Tommy,False
2022,2023,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Julia Garner,Ozark,True
2022,2023,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Elizabeth Debicki,"Crown, The",False
2022,2023,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Hannah Einbinder,Hacks,False
2022,2023,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Janelle James,Abbott Elementary,False
2022,2023,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Sheryl Ralph,Abbott Elementary,False
2022,2023,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Jennifer Coolidge,"White Lotus, The",True
2022,2023,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Aubrey Plaza,"White Lotus, The",False
2022,2023,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Claire Danes,Fleishman Is in Trouble,False
2022,2023,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Daisy Edgar-Jones,Under the Banner of Heaven,False
2022,2023,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Niecy Nash-Betts,Dahmer - Monster: The Jeffrey Dahmer Story,False
2022,2023,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television","White Lotus, The",,True
2022,2023,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Black Bird,,False
2022,2023,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Dahmer - Monster: The Jeffrey Dahmer Story,,False
2022,2023,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television","Dropout, The",,False
2022,2023,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Pam & Tommy,,False
2022,2023,Best Television Series - Drama,House of the Dragon,,True
2022,2023,Best Television Series - Drama,Better Call Saul,,False
2022,2023,Best Television Series - Drama,"Crown, The",,False
2022,2023,Best Television Series - Drama,Ozark,,False
2022,2023,Best Television Series - Drama,Severance,,False
2022,2023,Best Television Series - Musical or Comedy,Abbott Elementary,,True
2022,2023,Best Television Series - Musical or Comedy,"Bear, The",,False
2022,2023,Best Television Series - Musical or Comedy,Hacks,,False
2022,2023,Best Television Series - Musical or Comedy,Only Murders in the Building,,False
2022,2023,Best Television Series - Musical or Comedy,Wednesday,,False
2022,2023,Carol Burnett Award,Ryan Murphy,,True
2022,2023,Cecil B. deMille Award,Eddie Murphy,,True
