film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture,TMDb Score
The Sting II,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
Sewing Woman,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
The Big Chill,1983,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.871
Risky Business,1983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.6
Under Fire,1983,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.647
"Reuben, Reuben",1983,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
Sound of Sunshine - Sound of Rain,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Carmen,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
"Sweden, Ingmar Bergman",1983,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Marlene,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Once Upon a Time in America,1984,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.425
Dangerous Moves,1984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783
The Times of Harvey Milk,1984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
El Norte,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Micki & Maude,1984,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
Garbo Talks,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.1
2010,1984,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Country,1984,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Stone Carvers,1984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Moscow on the Hudson,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.228
Beverly Hills Cop,1984,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.191
Beyond the Walls,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.425
Code Gray: Ethical Dilemmas in Nursing,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
"River, The (1984)",1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Not available
The Pope of Greenwich Village,1984,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.347
"France, Francesco Rosi",1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Woman in Red,1984,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.195
"France, Wim Wenders",1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Double Feature,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Painted Door,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
The Muppets Take Manhattan,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Mrs. Soffel,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.138
Give My Regards To Broad Street,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.676
"France, Bertrand Tavernier",1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Doctor De Soto,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Up,1984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.954
Dune,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.783
Wartime Romance,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.964
Irreconcilable Differences,1984,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.6
The Natural,1984,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.864
The River,1984,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.239
Under the Volcano,1984,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Swing Shift,1984,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.905
Camila,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.031
The Garden of Eden,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625
Splash,1984,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.259
"Switzerland, Richard Dembo",1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Places in the Heart,1984,7.0,2.0,5.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,7.152
John Carpenter's Starman,1984,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.9
High Schools,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167
In the Name of the People,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.268
Body Double,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.73
Songwriter,1984,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.214
Recollections of Pavlovsk,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
The Bostonians,1984,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.3
All of Me,1984,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.473
The Cotton Club,1984,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.539
The Children of Soong Ching Ling,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple Rain,1984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.701
Against All Odds,1984,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.709
Ghostbusters,1984,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.475
Starman,1984,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Indiana Jones and the Temple of Doom,1984,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
The Killing Fields,1984,7.0,3.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,0.0,7.488
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.355
Amadeus,1984,10.0,7.0,3.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0,8.037
Under The Volcano,1984,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.7
A Soldier's Story,1984,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.732
The Flamingo Kid,1984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.135
The Karate Kid,1984,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.53
A Passage to India,1984,11.0,2.0,4.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,6.779
Paradise,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.701
Broadway Danny Rose,1984,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.188
Romancing the Stone,1984,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,6.8
Footloose,1984,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7
"United Kingdom, David Lean",1984,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Streetwise,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Charade,1984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Tales of Meeting and Parting,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Courage to Care,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocoon,1985,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.618
"Japan, Akira Kurosawa",1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Agnes of God,1985,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,6.104
Anna & Bella,1985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.899
Second Class Mail,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
The Statue of Liberty,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667
A View to a Kill,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.229
Molly's Pilgrim,1985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
A Chorus Line: The Movie,1985,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,Not available
Kiss of the Spider Woman,1985,4.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,7.011
Unfinished Business,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.453
After Hours,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.477
Brazil,1985,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68
The Color Purple,1985,10.0,0.0,3.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,6.7
"Hungary, István Szabó",1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Sweet Dreams,1985,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.587
Graffiti,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
"Yugoslavia, Emir Kusturica",1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Three Men and a Cradle,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.291
Back To The Future,1985,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,8.314
Berry Gordy's The Last Dragon,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.4
Las Madres--The Mothers of Plaza de Mayo,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125
Year of the Dragon,1985,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.862
"Argentina, Luis Puenzo",1985,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Ladyhawke,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.029
The Big Snit,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.136
Making Overtures--The Story of a Community Orchestra,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Wizard of the Strings,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
"Poland, Krzysztof Zanussi",1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Colonel Redl,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Soldiers in Hiding,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Twice in a Lifetime,1985,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.8
The Trip to Bountiful,1985,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
Back to the Future,1985,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.314
Silverado,1985,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.969
Mask,1985,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.176
Angry Harvest,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Maxie,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.4
Mad Max Beyond Thunderdome,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.197
Witness,1985,8.0,2.0,3.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,7.1
Witness to War: Dr. Charlie Clements,1985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Prizzi's Honor,1985,8.0,1.0,5.0,1.0,0.0,6.0,4.0,5.0,4.0,1.0,6.357
Broken Rainbow,1985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
Jagged Edge,1985,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285
When Father Was Away on Business,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Rainbow War,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.158
The Trip To Bountiful,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.25
The Purple Rose of Cairo,1985,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,7.4
Ran,1985,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Journey of Natty Gann,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896
Desperately Seeking Susan,1985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.1
Rambo: First Blood Part II,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.632
A Chorus Line,1985,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212
Keats and His Nightingale: A Blind Date,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Runaway Train,1985,3.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.946
Return to Oz,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699
Murphy's Romance,1985,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.069
Out of Africa,1985,11.0,7.0,4.0,2.0,1.0,6.0,3.0,4.0,2.0,1.0,7.167
The Official Story,1985,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.531
Remo Williams: The Adventure Begins,1985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.247
Young Sherlock Holmes,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.721
White Nights,1985,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.702
Peggy Sue Got Married,1986,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.141
Witness to Apartheid,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Assault,1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.007
Ferris Bueller's Day Off,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.6
Stand by Me,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.322
Something Wild,1986,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.558
Tough Guys,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.919
Luxo Jr.,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.067
"Italy, Federico Fellini",1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Star Trek IV: The Voyage Home,1986,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.161
Top Gun,1986,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7.05
Extremities,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.091
The Morning After,1986,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
Love Struck,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mission,1986,7.0,1.0,2.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,7.397
The Masters of Disaster,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
The Karate Kid Part II,1986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.3
That's Life,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.477
Little Shop of Horrors,1986,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.903
Sam,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.362
Platoon,1986,7.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,7.7
Salvador,1986,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.024
Mona Lisa,1986,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,6.868
"'night, Mother",1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.2
My Beautiful Laundrette,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.738
The Decline of the American Empire,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.808
Crocodile Dundee,1986,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.397
The Mosquito Coast,1986,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.364
Red Grooms: Sunflower in a Hothouse,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Fly,1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.397
"France, Jean-Jacques Beineix",1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
My Sweet Little Village,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
"The Frog, the Dog and the Devil",1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Pirates,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188
The Color of Money,1986,4.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,6.854
Ruthless People,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.588
The Clan of the Cave Bear,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1
"Women--for America, for the World",1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Down and Out In Beverly Hills,1986,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.872
"France, Coline Serreau",1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
"Italy, Franco Zeffirelli",1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
"Netherlands, Fons Rademakers",1986,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
That's Life!,1986,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.477
Otello,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Stand By Me,1986,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.322
Duet for One,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.1
Poltergeist II: The Other Side,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005
Running Scared,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.997
Precious Images,1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
'38',1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Exit,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293
Artie Shaw: Time Is All You've Got,1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Betty Blue,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.241
Debonair Dancers,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Hoosiers,1986,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.076
Aliens,1986,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.936
Chile: Hasta Cuando?,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Blue Velvet,1986,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.629
A Room with a View,1986,8.0,3.0,4.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.992
Crimes of the Heart,1986,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,6.107
Children of a Lesser God,1986,5.0,1.0,4.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,6.9
Legend,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.035
Heartbreak Ridge,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
'Round Midnight,1986,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.113
Isaac in America: A Journey with Isaac Bashevis Singer,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Down and Out in America,1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
A Greek Tragedy,1986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.977
An American Tail,1986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7
Hannah and Her Sisters,1986,7.0,3.0,4.0,2.0,0.0,5.0,1.0,4.0,1.0,1.0,7.497
'Crocodile' Dundee,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.397
"United Soviet Socialist Republics, Tengiz Abuladze",1987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Innerspace,1987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.823
A Stitch for Time,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
"Au Revoir Les Enfants (Goodbye, Children)",1987,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Mannequin,1987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8
Fatal Attraction,1987,6.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,6.843
The Princess Bride,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
In the Wee Wee Hours...,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Course Completed,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
House of Games,1987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.832
The Family,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
The Dead,1987,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55
Making Waves,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Radio Bikini,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Cry Freedom,1987,3.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.059
Frances Steloff: Memoirs of a Bookseller,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Your Face,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.084
Young at Heart,1987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.042
Language Says It All,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Predator,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.515
Moonstruck,1987,6.0,3.0,5.0,2.0,0.0,5.0,2.0,4.0,2.0,0.0,6.86
The Glass Menagerie,1987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.4
Throw Momma From The Train,1987,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.184
Beverly Hills Cop II,1987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.479
The Man Who Planted Trees,1987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
"Italy, Nikita Mikhalkov",1987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Broadcast News,1987,7.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,6.722
Baby Boom,1987,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Dirty Dancing,1987,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,7.3
Babette's Feast,1987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.247
Maurice,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.583
The Secret of My Success,1987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5
Pathfinder,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
Matewan,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.229
